date,city,profil_cotier,température,humidity,vitesse_vent,precipitation,temp_lag1,humid_lag1,vitesse_vent_lag1,precip_lag1,temp_lag3,humid_lag3,vitesse_vent_lag3,precip_lag3,temp_lag7,humid_lag7,vitesse_vent_lag7,precip_lag7,mois,Weekend,Jours Fériés,saison,Vacances Scolaires,Ramadan,Nouvel An,Indice de Vague de Chaleur,Indice de Vague de Froid ,Indice de Pluie Intense,Indice de Tempête,Indice de sécheresse,boissons fraiches,boissons chaudes,snacks sucrés,snacks salés,produits laitiers frais,produits de jardinage,ustensiles jetables,crème solaire,équipements d urgence,soins hygiene,soins hydratants,Charbon,produits anti_moustiques
2021-04-28,Kef,Intérieure,21,56,14,0,21,59,14,0,21,59,14,0,21,59,14,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,0,35,18,31,25,28,5,6,6,10,7,6,5,0
2021-04-29,Kef,Intérieure,22,55,13,0,21,56,14,0,21,56,14,0,21,56,14,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,0,35,16,33,27,29,5,7,6,7,7,6,5,0
2021-04-30,Kef,Intérieure,23,53,12,0,22,55,13,0,22,55,13,0,22,55,13,0,4,1,0,printemps/automne,0,1,0,0,0,0,0,0,35,17,31,29,28,11,7,6,7,7,5,5,6
2021-05-01,Kef,Intérieure,24,54,12,7,23,53,12,0,23,53,12,0,23,53,12,0,5,0,1,printemps/automne,0,1,0,0,0,0,0,0,31,22,29,20,29,9,10,7,7,8,6,6,7
2021-05-02,Kef,Intérieure,20,60,16,0,24,54,12,7,24,54,12,7,24,54,12,7,5,1,0,printemps/automne,0,1,0,0,0,0,0,0,35,17,31,24,30,9,10,6,7,6,5,5,0
2021-05-03,Kef,Intérieure,18,74,15,26,20,60,16,0,20,60,16,0,20,60,16,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,0,20,30,25,20,32,3,4,6,7,7,6,5,0
2021-05-04,Kef,Intérieure,21,67,11,0,18,74,15,26,18,74,15,26,18,74,15,26,5,0,0,printemps/automne,0,1,0,0,0,0,0,0,36,20,28,25,27,6,10,6,7,9,7,4,6
2021-05-05,Kef,Intérieure,21,72,11,3,21,67,11,0,21,67,11,0,21,67,11,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,0,36,19,32,25,24,6,10,6,5,9,6,5,8
2021-05-06,Kef,Intérieure,19,73,14,25,21,72,11,3,21,72,11,3,21,72,11,3,5,0,0,printemps/automne,0,1,0,0,0,0,0,0,19,30,26,21,39,4,4,6,7,9,5,4,6
2021-05-07,Kef,Intérieure,20,66,13,4,19,73,14,25,19,73,14,25,19,73,14,25,5,1,0,printemps/automne,0,1,0,0,0,0,0,0,34,23,30,26,27,12,9,5,7,8,6,5,7
2021-05-08,Kef,Intérieure,22,56,11,0,20,66,13,4,20,66,13,4,20,66,13,4,5,0,0,printemps/automne,0,1,0,0,0,0,0,0,34,16,30,24,31,6,11,7,9,7,4,4,0
2021-05-09,Kef,Intérieure,23,51,14,0,22,56,11,0,22,56,11,0,22,56,11,0,5,1,0,printemps/automne,0,1,0,0,0,0,0,0,34,15,27,25,28,9,9,7,8,8,4,5,5
2021-05-10,Kef,Intérieure,23,53,18,0,23,51,14,0,23,51,14,0,23,51,14,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,0,34,16,31,21,29,5,10,8,7,7,4,5,6
2021-05-11,Kef,Intérieure,22,59,21,0,23,53,18,0,23,53,18,0,23,53,18,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,0,35,17,26,22,27,5,10,7,8,8,7,5,0
2021-05-12,Kef,Intérieure,20,48,17,0,22,59,21,0,22,59,21,0,22,59,21,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,0,34,19,29,24,31,5,9,6,9,7,6,4,0
2021-05-13,Kef,Intérieure,21,48,12,0,20,48,17,0,20,48,17,0,20,48,17,0,5,0,1,printemps/automne,0,0,0,0,0,0,0,0,25,13,18,21,21,7,22,6,7,8,5,5,0
2021-05-14,Kef,Intérieure,23,50,15,0,21,48,12,0,21,48,12,0,21,48,12,0,5,1,1,printemps/automne,0,0,0,0,0,0,0,0,25,13,21,19,20,11,19,7,8,8,5,5,0
2021-05-15,Kef,Intérieure,22,47,15,0,23,50,15,0,23,50,15,0,23,50,15,0,5,0,1,printemps/automne,0,0,0,0,0,0,0,0,25,12,20,21,21,7,20,6,7,7,3,4,0
2021-05-16,Kef,Intérieure,25,41,11,0,22,47,15,0,22,47,15,0,22,47,15,0,5,1,0,printemps/automne,0,0,0,0,0,0,0,0,25,9,20,18,18,10,17,7,7,6,5,4,0
2021-05-17,Kef,Intérieure,26,44,13,0,25,41,11,0,25,41,11,0,25,41,11,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,0,25,9,18,23,18,5,10,8,5,8,4,5,7
2021-05-18,Kef,Intérieure,23,47,17,0,26,44,13,0,26,44,13,0,26,44,13,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,0,23,10,19,23,19,5,9,6,7,6,5,4,0
2021-05-19,Kef,Intérieure,23,47,15,0,23,47,17,0,23,47,17,0,23,47,17,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,0,24,11,19,22,17,4,9,7,5,9,4,4,0
2021-05-20,Kef,Intérieure,21,45,23,0,23,47,15,0,23,47,15,0,23,47,15,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,0,25,13,19,18,20,4,10,6,9,7,7,5,0
2021-05-21,Kef,Intérieure,21,49,15,0,21,45,23,0,21,45,23,0,21,45,23,0,5,1,0,printemps/automne,0,0,0,0,0,0,0,0,25,13,19,21,22,9,24,6,6,8,5,5,0
2021-05-22,Kef,Intérieure,24,51,15,0,21,49,15,0,21,49,15,0,21,49,15,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,0,24,10,20,16,19,6,10,8,7,7,5,4,6
2021-05-23,Kef,Intérieure,26,51,15,0,24,51,15,0,24,51,15,0,24,51,15,0,5,1,0,printemps/automne,0,0,0,0,0,0,0,0,25,9,20,19,21,10,21,6,8,8,5,5,5
2021-05-24,Kef,Intérieure,24,55,19,0,26,51,15,0,26,51,15,0,26,51,15,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,0,26,11,22,18,19,5,10,7,9,7,5,5,0
2021-05-25,Kef,Intérieure,22,57,19,0,24,55,19,0,24,55,19,0,24,55,19,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,0,24,11,22,20,19,5,10,7,7,8,5,4,0
2021-05-26,Kef,Intérieure,22,49,13,0,22,57,19,0,22,57,19,0,22,57,19,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,12,18,22,21,5,10,7,8,7,5,4,0
2021-05-27,Kef,Intérieure,24,52,14,0,22,49,13,0,22,49,13,0,22,49,13,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,10,22,23,19,5,11,8,5,7,5,5,0
2021-05-28,Kef,Intérieure,24,53,16,0,24,52,14,0,24,52,14,0,24,52,14,0,5,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,10,23,19,18,10,23,7,9,7,5,4,5
2021-05-29,Kef,Intérieure,24,58,15,1,24,53,16,0,24,53,16,0,24,53,16,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,1,24,12,17,20,18,7,10,8,6,7,6,5,5
2021-05-30,Kef,Intérieure,24,50,15,0,24,58,15,1,24,58,15,1,24,58,15,1,5,1,0,printemps/automne,0,0,0,0,0,0,0,1,24,10,21,19,20,10,19,8,8,8,6,5,0
2021-05-31,Kef,Intérieure,24,48,12,0,24,50,15,0,24,50,15,0,24,50,15,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,1,24,11,19,19,20,6,10,8,7,6,6,4,5
2021-06-01,Kef,Intérieure,24,60,15,8,24,48,12,0,24,48,12,0,24,48,12,0,6,0,0,été,0,0,0,0,0,0,0,1,17,14,16,16,21,8,9,7,6,9,5,5,7
2021-06-02,Kef,Intérieure,25,60,17,0,24,60,15,8,24,60,15,8,24,60,15,8,6,0,0,été,0,0,0,0,0,0,0,1,25,10,20,20,19,5,12,8,8,10,4,6,6
2021-06-03,Kef,Intérieure,25,64,18,0,25,60,17,0,25,60,17,0,25,60,17,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,20,20,17,5,10,8,8,8,4,6,6
2021-06-04,Kef,Intérieure,26,57,18,0,25,64,18,0,25,64,18,0,25,64,18,0,6,1,0,été,0,0,0,0,0,0,0,1,24,9,19,22,17,9,21,9,7,10,6,7,6
2021-06-05,Kef,Intérieure,27,49,17,1,26,57,18,0,26,57,18,0,26,57,18,0,6,0,0,été,0,0,0,0,0,0,0,0,24,9,18,22,22,5,8,9,9,10,5,6,7
2021-06-06,Kef,Intérieure,27,49,16,0,27,49,17,1,27,49,17,1,27,49,17,1,6,1,0,été,0,0,0,0,0,0,0,0,25,10,22,22,16,8,20,8,8,10,6,9,6
2021-06-07,Kef,Intérieure,25,54,20,1,27,49,16,0,27,49,16,0,27,49,16,0,6,0,0,été,0,0,0,0,0,0,0,0,26,10,19,20,21,6,8,6,8,8,5,4,5
2021-06-08,Kef,Intérieure,25,47,15,0,25,54,20,1,25,54,20,1,25,54,20,1,6,0,0,été,0,0,0,0,0,0,0,0,25,9,20,21,20,5,9,6,6,8,6,5,5
2021-06-09,Kef,Intérieure,25,46,15,1,25,47,15,0,25,47,15,0,25,47,15,0,6,0,0,été,0,0,0,0,0,0,0,0,24,10,22,21,18,6,11,8,7,9,5,6,6
2021-06-10,Kef,Intérieure,24,52,14,4,25,46,15,1,25,46,15,1,25,46,15,1,6,0,0,été,0,0,0,0,0,0,0,0,25,13,24,18,21,7,8,6,8,9,5,6,6
2021-06-11,Kef,Intérieure,25,53,11,0,24,52,14,4,24,52,14,4,24,52,14,4,6,1,0,été,0,0,0,0,0,0,0,0,24,10,22,18,17,11,17,7,8,9,4,8,6
2021-06-12,Kef,Intérieure,25,52,11,0,25,53,11,0,25,53,11,0,25,53,11,0,6,0,0,été,0,0,0,0,0,0,0,0,25,9,17,19,20,6,11,5,7,7,7,5,8
2021-06-13,Kef,Intérieure,26,46,11,0,25,52,11,0,25,52,11,0,25,52,11,0,6,1,0,été,0,0,0,0,0,0,0,0,26,8,21,20,19,10,22,9,8,12,4,8,6
2021-06-14,Kef,Intérieure,27,44,11,0,26,46,11,0,26,46,11,0,26,46,11,0,6,0,0,été,0,0,0,0,0,0,0,0,25,8,17,18,19,4,8,8,7,10,5,5,7
2021-06-15,Kef,Intérieure,27,45,12,0,27,44,11,0,27,44,11,0,27,44,11,0,6,0,0,été,0,0,0,0,0,0,0,0,24,9,16,22,19,6,10,9,7,10,4,5,7
2021-06-16,Kef,Intérieure,28,48,15,0,27,45,12,0,27,45,12,0,27,45,12,0,6,0,0,été,0,0,0,0,0,0,0,0,23,9,18,22,17,4,13,7,6,8,4,6,7
2021-06-17,Kef,Intérieure,28,51,19,0,28,48,15,0,28,48,15,0,28,48,15,0,6,0,0,été,0,0,0,0,0,0,0,0,25,8,18,23,21,5,10,9,7,9,5,6,6
2021-06-18,Kef,Intérieure,28,50,17,0,28,51,19,0,28,51,19,0,28,51,19,0,6,1,0,été,0,0,0,0,0,0,0,0,25,8,19,20,20,9,20,9,9,9,5,7,5
2021-06-19,Kef,Intérieure,30,43,15,0,28,50,17,0,28,50,17,0,28,50,17,0,6,0,0,été,0,0,0,0,0,0,0,0,25,7,16,20,18,4,9,9,6,11,5,6,6
2021-06-20,Kef,Intérieure,31,40,14,0,30,43,15,0,30,43,15,0,30,43,15,0,6,1,0,été,0,0,0,0,0,0,0,0,24,8,23,23,19,8,23,8,5,11,4,9,7
2021-06-21,Kef,Intérieure,31,41,17,0,31,40,14,0,31,40,14,0,31,40,14,0,6,0,0,été,0,0,0,0,0,0,0,1,26,7,19,20,19,4,9,13,10,12,5,6,7
2021-06-22,Kef,Intérieure,30,45,14,0,31,41,17,0,31,41,17,0,31,41,17,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,21,19,20,5,12,10,6,11,5,6,8
2021-06-23,Kef,Intérieure,29,54,16,0,30,45,14,0,30,45,14,0,30,45,14,0,6,0,0,été,0,0,0,0,0,0,0,1,26,7,18,20,18,4,10,9,10,10,5,5,8
2021-06-24,Kef,Intérieure,30,53,15,0,29,54,16,0,29,54,16,0,29,54,16,0,6,0,0,été,0,0,0,0,0,0,0,1,25,8,20,17,17,5,9,11,8,10,5,6,7
2021-06-25,Kef,Intérieure,30,48,15,0,30,53,15,0,30,53,15,0,30,53,15,0,6,1,0,été,0,0,0,0,0,0,0,1,26,8,18,22,19,8,15,10,5,10,4,9,8
2021-06-26,Kef,Intérieure,31,46,16,0,30,48,15,0,30,48,15,0,30,48,15,0,6,0,0,été,0,0,0,0,0,0,0,1,25,8,18,23,16,4,10,10,8,11,6,6,7
2021-06-27,Kef,Intérieure,32,41,15,0,31,46,16,0,31,46,16,0,31,46,16,0,6,1,0,été,0,0,0,0,0,0,0,1,25,6,20,19,19,7,23,9,7,12,6,8,7
2021-06-28,Kef,Intérieure,31,48,13,0,32,41,15,0,32,41,15,0,32,41,15,0,6,0,0,été,0,0,0,0,0,0,0,1,26,7,18,19,18,5,11,9,9,10,7,6,8
2021-06-29,Kef,Intérieure,32,48,13,0,31,48,13,0,31,48,13,0,31,48,13,0,6,0,0,été,0,0,0,0,0,0,0,1,25,7,19,20,19,5,11,10,9,12,7,6,9
2021-06-30,Kef,Intérieure,31,48,15,0,32,48,13,0,32,48,13,0,32,48,13,0,6,0,0,été,1,0,0,0,0,0,0,1,25,8,17,19,18,5,19,9,7,12,5,5,8
2021-07-01,Kef,Intérieure,31,48,14,0,31,48,15,0,31,48,15,0,31,48,15,0,7,0,0,été,1,0,0,0,0,0,0,1,24,7,18,19,19,5,19,11,8,11,7,6,6
2021-07-02,Kef,Intérieure,30,44,12,0,31,48,14,0,31,48,14,0,31,48,14,0,7,1,0,été,1,0,0,0,0,0,0,1,25,7,19,21,18,7,18,8,7,10,4,9,8
2021-07-03,Kef,Intérieure,31,42,12,0,30,44,12,0,30,44,12,0,30,44,12,0,7,0,0,été,1,0,0,0,0,0,0,1,24,7,16,20,17,6,22,9,7,10,5,7,7
2021-07-04,Kef,Intérieure,32,40,12,0,31,42,12,0,31,42,12,0,31,42,12,0,7,1,0,été,1,0,0,0,0,0,0,1,25,7,19,20,21,4,20,10,9,10,9,8,8
2021-07-05,Kef,Intérieure,31,43,15,0,32,40,12,0,32,40,12,0,32,40,12,0,7,0,0,été,1,0,0,0,0,0,0,1,25,8,19,21,15,5,21,9,8,10,5,6,8
2021-07-06,Kef,Intérieure,31,45,13,0,31,43,15,0,31,43,15,0,31,43,15,0,7,0,0,été,1,0,0,0,0,0,0,1,25,7,16,20,20,5,19,9,6,11,6,5,8
2021-07-07,Kef,Intérieure,31,47,15,0,31,45,13,0,31,45,13,0,31,45,13,0,7,0,0,été,1,0,0,0,0,0,0,1,25,7,18,19,20,5,18,10,8,12,5,6,7
2021-07-08,Kef,Intérieure,31,49,16,0,31,47,15,0,31,47,15,0,31,47,15,0,7,0,0,été,1,0,0,0,0,0,0,1,24,8,20,22,19,5,19,9,7,12,6,6,8
2021-07-09,Kef,Intérieure,30,53,14,0,31,49,16,0,31,49,16,0,31,49,16,0,7,1,0,été,1,0,0,0,0,0,0,1,24,7,19,19,17,6,20,9,6,10,5,9,9
2021-07-10,Kef,Intérieure,30,48,13,0,30,53,14,0,30,53,14,0,30,53,14,0,7,0,0,été,1,0,0,0,0,0,0,1,24,7,16,21,17,6,15,10,9,11,5,5,7
2021-07-11,Kef,Intérieure,30,43,14,0,30,48,13,0,30,48,13,0,30,48,13,0,7,1,0,été,1,0,0,0,0,0,0,1,25,7,15,22,18,6,22,10,5,11,5,9,8
2021-07-12,Kef,Intérieure,32,37,12,0,30,43,14,0,30,43,14,0,30,43,14,0,7,0,0,été,1,0,0,0,0,0,0,1,26,7,16,19,16,4,20,11,5,12,7,6,9
2021-07-13,Kef,Intérieure,31,41,18,0,32,37,12,0,32,37,12,0,32,37,12,0,7,0,0,été,1,0,0,0,0,0,0,1,25,8,20,17,18,5,23,11,8,13,6,6,6
2021-07-14,Kef,Intérieure,27,46,22,0,31,41,18,0,31,41,18,0,31,41,18,0,7,0,0,été,1,0,0,0,0,0,0,1,25,10,16,17,19,6,20,8,8,11,6,6,0
2021-07-15,Kef,Intérieure,27,49,16,0,27,46,22,0,27,46,22,0,27,46,22,0,7,0,0,été,1,0,0,0,0,0,0,1,25,9,18,19,18,5,16,8,8,10,5,5,6
2021-07-16,Kef,Intérieure,28,49,19,0,27,49,16,0,27,49,16,0,27,49,16,0,7,1,0,été,1,0,0,0,0,0,0,1,26,8,17,19,19,5,20,9,7,12,5,9,6
2021-07-17,Kef,Intérieure,27,49,20,2,28,49,19,0,28,49,19,0,28,49,19,0,7,0,0,été,1,0,0,0,0,0,0,1,26,11,20,23,16,6,20,8,7,10,5,5,5
2021-07-18,Kef,Intérieure,28,45,20,0,27,49,20,2,27,49,20,2,27,49,20,2,7,1,0,été,1,0,0,0,0,0,0,1,26,8,16,19,18,5,19,9,8,10,6,8,5
2021-07-19,Kef,Intérieure,28,48,15,0,28,45,20,0,28,45,20,0,28,45,20,0,7,0,1,été,1,0,0,0,0,0,0,1,25,8,18,20,22,6,17,9,7,10,6,9,7
2021-07-20,Kef,Intérieure,28,53,13,0,28,48,15,0,28,48,15,0,28,48,15,0,7,0,1,été,1,0,0,0,0,0,0,1,25,9,19,21,18,6,22,8,6,10,6,7,9
2021-07-21,Kef,Intérieure,29,52,11,0,28,53,13,0,28,53,13,0,28,53,13,0,7,0,1,été,1,0,0,0,0,0,0,1,24,8,18,19,19,7,21,10,4,9,5,9,8
2021-07-22,Kef,Intérieure,29,46,11,0,29,52,11,0,29,52,11,0,29,52,11,0,7,0,1,été,1,0,0,0,0,0,0,1,25,8,21,20,19,5,15,7,7,9,5,8,7
2021-07-23,Kef,Intérieure,30,41,11,0,29,46,11,0,29,46,11,0,29,46,11,0,7,1,0,été,1,0,0,0,0,0,0,1,25,7,17,20,20,6,20,9,6,10,4,6,6
2021-07-24,Kef,Intérieure,31,38,12,0,30,41,11,0,30,41,11,0,30,41,11,0,7,0,0,été,1,0,0,0,0,0,0,1,25,8,14,20,19,4,18,10,8,12,10,6,6
2021-07-25,Kef,Intérieure,33,33,15,0,31,38,12,0,31,38,12,0,31,38,12,0,7,1,1,été,1,0,0,0,0,0,0,1,26,7,21,21,20,7,21,10,9,9,8,10,7
2021-07-26,Kef,Intérieure,32,38,16,0,33,33,15,0,33,33,15,0,33,33,15,0,7,0,0,été,1,0,0,0,0,0,0,1,25,8,16,19,19,4,19,10,8,12,10,6,6
2021-07-27,Kef,Intérieure,30,47,16,0,32,38,16,0,32,38,16,0,32,38,16,0,7,0,0,été,1,0,0,0,0,0,0,1,25,7,17,20,17,5,21,10,11,10,7,6,7
2021-07-28,Kef,Intérieure,31,41,15,0,30,47,16,0,30,47,16,0,30,47,16,0,7,0,0,été,1,0,0,0,0,0,0,1,25,8,17,18,19,6,20,10,9,12,8,6,7
2021-07-29,Kef,Intérieure,32,34,12,0,31,41,15,0,31,41,15,0,31,41,15,0,7,0,0,été,1,0,0,0,0,0,0,1,24,7,17,19,18,5,22,10,10,13,9,5,9
2021-07-30,Kef,Intérieure,33,36,11,0,32,34,12,0,32,34,12,0,32,34,12,0,7,1,0,été,1,0,0,0,0,0,0,1,24,7,19,20,19,4,22,10,8,10,9,7,7
2021-07-31,Kef,Intérieure,34,32,12,0,33,36,11,0,33,36,11,0,33,36,11,0,7,0,0,été,1,0,0,0,0,0,0,1,25,7,18,22,16,4,20,9,8,13,8,5,8
2021-08-01,Kef,Intérieure,33,39,14,0,34,32,12,0,34,32,12,0,34,32,12,0,8,1,0,été,1,0,0,0,0,0,0,1,25,7,17,18,18,4,18,9,8,12,10,8,6
2021-08-02,Kef,Intérieure,30,54,18,0,33,39,14,0,33,39,14,0,33,39,14,0,8,0,0,été,1,0,0,0,0,0,0,1,25,8,17,19,18,6,19,9,7,10,5,6,7
2021-08-03,Kef,Intérieure,32,51,15,0,30,54,18,0,30,54,18,0,30,54,18,0,8,0,0,été,1,0,0,0,0,0,0,1,25,7,19,21,18,6,18,10,8,12,5,6,7
2021-08-04,Kef,Intérieure,33,40,15,0,32,51,15,0,32,51,15,0,32,51,15,0,8,0,0,été,1,0,0,0,0,0,0,1,25,6,17,22,17,4,19,10,8,11,5,7,7
2021-08-05,Kef,Intérieure,31,48,16,0,33,40,15,0,33,40,15,0,33,40,15,0,8,0,0,été,1,0,0,0,0,0,0,1,25,8,20,19,18,6,18,10,9,12,6,7,7
2021-08-06,Kef,Intérieure,31,43,14,0,31,48,16,0,31,48,16,0,31,48,16,0,8,1,0,été,1,0,0,0,0,0,0,1,26,7,18,21,18,5,19,8,8,12,6,9,8
2021-08-07,Kef,Intérieure,33,42,16,0,31,43,14,0,31,43,14,0,31,43,14,0,8,0,0,été,1,0,0,0,0,0,0,1,24,7,16,20,18,4,23,9,8,12,5,6,7
2021-08-08,Kef,Intérieure,33,53,11,0,33,42,16,0,33,42,16,0,33,42,16,0,8,1,0,été,1,0,0,0,0,0,0,1,25,6,16,20,17,5,19,10,6,12,5,10,10
2021-08-09,Kef,Intérieure,34,48,14,0,33,53,11,0,33,53,11,0,33,53,11,0,8,0,1,été,1,0,0,0,0,0,0,1,24,7,19,20,17,5,16,10,8,13,6,9,9
2021-08-10,Kef,Intérieure,36,32,12,0,34,48,14,0,34,48,14,0,34,48,14,0,8,0,0,été,1,0,0,0,0,0,0,1,26,6,16,18,18,3,22,12,7,12,8,5,7
2021-08-11,Kef,Intérieure,35,28,10,0,36,32,12,0,36,32,12,0,36,32,12,0,8,0,0,été,1,0,0,0,0,0,0,1,26,6,16,22,17,3,20,10,7,11,6,5,9
2021-08-12,Kef,Intérieure,34,37,9,0,35,28,10,0,35,28,10,0,35,28,10,0,8,0,0,été,1,0,0,0,0,0,0,1,26,6,16,20,18,3,20,10,9,12,7,5,10
2021-08-13,Kef,Intérieure,33,47,11,0,34,37,9,0,34,37,9,0,34,37,9,0,8,1,1,été,1,0,0,0,0,0,0,1,25,7,20,20,21,8,20,9,9,11,7,8,9
2021-08-14,Kef,Intérieure,32,53,12,0,33,47,11,0,33,47,11,0,33,47,11,0,8,0,0,été,1,0,0,0,0,0,0,1,25,7,17,18,17,4,21,12,9,11,6,6,11
2021-08-15,Kef,Intérieure,31,53,11,0,32,53,12,0,32,53,12,0,32,53,12,0,8,1,0,été,1,0,0,0,0,0,0,1,25,8,18,19,18,6,17,11,8,13,4,9,9
2021-08-16,Kef,Intérieure,32,44,9,0,31,53,11,0,31,53,11,0,31,53,11,0,8,0,0,été,1,0,0,0,0,0,0,1,25,7,18,19,18,5,20,10,10,13,6,6,9
2021-08-17,Kef,Intérieure,31,45,13,0,32,44,9,0,32,44,9,0,32,44,9,0,8,0,0,été,1,0,0,0,0,0,0,1,26,7,18,20,16,5,20,11,7,12,5,5,6
2021-08-18,Kef,Intérieure,30,51,16,0,31,45,13,0,31,45,13,0,31,45,13,0,8,0,0,été,1,0,0,0,0,0,0,1,25,8,17,18,17,6,22,7,7,11,5,6,7
2021-08-19,Kef,Intérieure,29,56,14,0,30,51,16,0,30,51,16,0,30,51,16,0,8,0,0,été,1,0,0,0,0,0,0,1,25,8,19,17,21,6,19,8,9,10,4,6,8
2021-08-20,Kef,Intérieure,30,57,12,0,29,56,14,0,29,56,14,0,29,56,14,0,8,1,0,été,1,0,0,0,0,0,0,1,24,7,17,20,20,5,17,10,8,10,4,9,8
2021-08-21,Kef,Intérieure,29,59,13,0,30,57,12,0,30,57,12,0,30,57,12,0,8,0,0,été,1,0,0,0,0,0,0,1,25,8,16,22,21,6,21,9,7,11,5,6,8
2021-08-22,Kef,Intérieure,29,59,13,0,29,59,13,0,29,59,13,0,29,59,13,0,8,1,0,été,1,0,0,0,0,0,0,1,26,8,17,20,20,7,19,10,7,10,5,10,8
2021-08-23,Kef,Intérieure,29,51,10,0,29,59,13,0,29,59,13,0,29,59,13,0,8,0,0,été,1,0,0,0,0,0,0,1,25,8,18,19,20,6,21,9,8,10,5,6,6
2021-08-24,Kef,Intérieure,30,45,12,0,29,51,10,0,29,51,10,0,29,51,10,0,8,0,0,été,1,0,0,0,0,0,0,1,25,7,17,18,17,6,21,9,6,10,5,6,8
2021-08-25,Kef,Intérieure,31,46,11,0,30,45,12,0,30,45,12,0,30,45,12,0,8,0,0,été,1,0,0,0,0,0,0,1,24,8,15,21,16,7,22,12,8,11,8,7,8
2021-08-26,Kef,Intérieure,30,49,15,2,31,46,11,0,31,46,11,0,31,46,11,0,8,0,0,été,1,0,0,0,0,0,0,1,25,9,21,21,18,6,25,9,6,8,6,7,8
2021-08-27,Kef,Intérieure,29,55,12,0,30,49,15,2,30,49,15,2,30,49,15,2,8,1,0,été,1,0,0,0,0,0,0,1,25,8,19,20,21,6,19,10,5,11,5,10,7
2021-08-28,Kef,Intérieure,30,49,11,0,29,55,12,0,29,55,12,0,29,55,12,0,8,0,0,été,1,0,0,0,0,0,0,1,26,8,22,24,18,6,19,9,7,10,4,5,8
2021-08-29,Kef,Intérieure,29,55,15,8,30,49,11,0,30,49,11,0,30,49,11,0,8,1,0,été,1,0,0,0,0,0,0,1,23,11,19,23,23,6,17,8,7,11,6,9,9
2021-08-30,Kef,Intérieure,27,61,13,1,29,55,15,8,29,55,15,8,29,55,15,8,8,0,0,été,1,0,0,0,0,0,0,0,26,9,19,20,16,7,19,8,6,11,4,7,7
2021-08-31,Kef,Intérieure,30,59,13,0,27,61,13,1,27,61,13,1,27,61,13,1,8,0,0,été,1,0,0,0,0,0,0,0,25,8,18,21,19,5,21,10,8,10,5,7,9
2021-09-01,Kef,Intérieure,30,60,16,0,30,59,13,0,30,59,13,0,30,59,13,0,9,0,0,printemps/automne,1,0,0,0,0,0,0,0,25,8,17,20,19,5,20,9,8,9,5,4,8
2021-09-02,Kef,Intérieure,31,61,17,0,30,60,16,0,30,60,16,0,30,60,16,0,9,0,0,printemps/automne,1,0,0,0,0,0,0,0,25,7,17,20,18,5,20,9,8,11,5,4,9
2021-09-03,Kef,Intérieure,31,61,15,0,31,61,17,0,31,61,17,0,31,61,17,0,9,1,0,printemps/automne,1,0,0,0,0,0,0,0,25,7,19,20,17,6,21,10,6,10,6,5,8
2021-09-04,Kef,Intérieure,30,61,14,0,31,61,15,0,31,61,15,0,31,61,15,0,9,0,0,printemps/automne,1,0,0,0,0,0,0,0,25,8,16,22,16,6,19,9,6,10,5,3,11
2021-09-05,Kef,Intérieure,28,62,16,11,30,61,14,0,30,61,14,0,30,61,14,0,9,1,0,printemps/automne,1,0,0,0,0,0,0,0,23,13,21,18,22,6,6,8,9,8,5,4,12
2021-09-06,Kef,Intérieure,27,60,15,0,28,62,16,11,28,62,16,11,28,62,16,11,9,0,0,printemps/automne,1,0,0,0,0,0,0,0,25,8,16,23,21,6,22,7,7,9,5,4,8
2021-09-07,Kef,Intérieure,27,57,14,2,27,60,15,0,27,60,15,0,27,60,15,0,9,0,0,printemps/automne,1,0,0,0,0,0,0,0,25,9,24,21,21,7,18,8,8,8,6,5,9
2021-09-08,Kef,Intérieure,27,57,10,0,27,57,14,2,27,57,14,2,27,57,14,2,9,0,0,printemps/automne,1,0,0,0,0,0,0,0,25,9,18,16,18,7,19,8,8,9,5,4,6
2021-09-09,Kef,Intérieure,29,55,15,2,27,57,10,0,27,57,10,0,27,57,10,0,9,0,0,printemps/automne,1,0,0,0,0,0,0,0,26,9,18,19,20,7,23,8,6,9,6,4,9
